plot code,Season code,Sitlav - Soybeans - Yield - KG/Ha,mean_savi2,min_savi2,max_savi2,skew_savi2,kurt_savi2,std_savi2,mean_ndwi,min_ndwi,max_ndwi,skew_ndwi,kurt_ndwi,std_ndwi,mean_savi,min_savi,max_savi,skew_savi,kurt_savi,std_savi,mean_mndvi,min_mndvi,max_mndvi,skew_mndvi,kurt_mndvi,std_mndvi,mean_ndmi,min_ndmi,max_ndmi,skew_ndmi,kurt_ndmi,std_ndmi,mean_evi,min_evi,max_evi,skew_evi,kurt_evi,std_evi,mean_arvi,min_arvi,max_arvi,skew_arvi,kurt_arvi,std_arvi,mean_ndvi,min_ndvi,max_ndvi,skew_ndvi,kurt_ndvi,std_ndvi,mean_msavi,min_msavi,max_msavi,skew_msavi,kurt_msavi,std_msavi,mean_cri,min_cri,max_cri,skew_cri,kurt_cri,std_cri,mean_cari,min_cari,max_cari,skew_cari,kurt_cari,std_cari,CLASSE_DOM,mean_cec_0_5,mean_cec_15_30,mean_cec_30_60,mean_cec_5_15,mean_clay_0_5,mean_clay_15_30,mean_clay_30_60,mean_clay_5_15,mean_ph_0_5,mean_sand_0_5,mean_sand_15_30,mean_sand_5_15,mean_silt_0_5,mean_silt_15_30,mean_silt_30_60,mean_silt_5_15,mean_soc_0_5,mean_soc_15_30,mean_soc_30_60,mean_soc_5_15,mean_rain,min_rain,max_rain,skew_rain,kurt_rain,sum_rain,mean_mean temp,min_mean temp,max_mean temp,skew_mean temp,kurt_mean temp,mean_min temp,min_min temp,max_min temp,skew_min temp,kurt_min temp,mean_max temp,min_max temp,max_max temp,skew_max temp,kurt_max temp
AL548483Z,CR196JVQ0BMZ,4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,129.7878788,99.90909091,93.90909091,118.9090909,271.4848485,326.2727273,590.7878788,281.7575758,36.48484848,590.7878788,545.8787879,581.0909091,502.1818182,137.0606061,127.8484848,137.6666667,65.84848485,195.969697,129.4848485,195.1212121,4.5625,0,70,3.539560343,13.89128594,365,25.20023954,21.04166667,27.83333333,-0.1102307414,-0.1182148718,21.3625,19,23,-0.500133552,0.4613558872,29.5625,22,34,-0.4123914327,0.5622902521
AL548484Z,CR196JVQ0BNZ,3537.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,130.0344828,100.6896552,94.75862069,115.7241379,278.4482759,294.3103448,588.862069,284.0344828,38.51724138,588.862069,578.7241379,583.3448276,538.3793103,132.6551724,126.8275862,132.5862069,66.06896552,194.2413793,134,224.6206897,5.2375,0,70,3.146109152,10.79433232,419,25.25857288,21.04166667,27.83333333,-0.2007318898,-0.1505146309,21.4,19,23,-0.5006812445,0.4009637729,29.7125,22,34,-0.5225311884,0.4865003195
AL548486Z,CR196NRQ0HTZ,3232.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,130.9565217,94.7826087,86.65217391,111.0434783,278.7826087,276.2173913,577.6521739,280.3913043,39.26086957,577.6521739,582.3478261,574.3478261,550.9565217,145.173913,141.4347826,143.5652174,63.7826087,199.4782609,131.9565217,244.6521739,5.9375,0,70,2.881274515,8.583012361,475,25.08982288,21.04166667,27.83333333,-0.1432410064,-0.369256576,21.375,19,23,-0.5358432172,0.4637224288,29.3375,22,34,-0.4106869649,0.1973926578
AL548485Z,CR196NRQ0HUZ,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,130.08,90.76,83.52,109.8,289.16,280.92,560.08,291.72,37.68,560.08,571.08,557.2,529.04,151.16,148.04,150.72,67.8,195,128.76,216.04,5.9375,0,70,2.881274515,8.583012361,475,25.08982288,21.04166667,27.83333333,-0.1432410064,-0.369256576,21.375,19,23,-0.5358432172,0.4637224288,29.3375,22,34,-0.4106869649,0.1973926578
AL548482Z,CR196IKKIJ2Z,3807.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,129.9333333,88.53333333,82.13333333,105.3333333,266.1333333,327.4666667,592.9333333,276.1333333,34.86666667,592.9333333,547.3333333,590.2666667,496.5333333,133.4666667,125.2666667,140.9333333,61.46666667,185.3333333,125.7333333,205.5333333,5.2625,0,70,3.147113863,10.80541604,421,25.23826038,21.04166667,27.83333333,-0.1684099516,-0.2133900724,21.3875,19,23,-0.4641297506,0.3943772449,29.65,22,34,-0.4699610558,0.4078977678
AL548480Z,CR196IKKIJ3Z,3746.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,129.6363636,82.36363636,76,102.0909091,282,316.8181818,553,285,33.54545455,553,530.6363636,551.6363636,495.6363636,163.1818182,152.5454545,164.9090909,68.72727273,185.4545455,121.9090909,195.6363636,5.2625,0,70,3.147113863,10.80541604,421,25.23826038,21.04166667,27.83333333,-0.1684099516,-0.2133900724,21.3875,19,23,-0.4641297506,0.3943772449,29.65,22,34,-0.4699610558,0.4078977678
AL548479Z,CR196JAQ0HDZ,2438.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,130.1111111,84.88888889,79.33333333,106.1111111,269.7777778,314.3333333,565.4444444,281.3333333,32.66666667,565.4444444,537.3333333,560.3333333,505.1111111,158.2222222,148.6666667,164.6666667,66.55555556,183.5555556,119.1111111,185.6666667,5.5375,0,70,3.010775675,9.250362669,443,25.12211454,21.04166667,27.83333333,-0.05426770963,-0.3771481756,21.375,19,23,-0.5358432172,0.4637224288,29.4,22,34,-0.2816190533,0.07539680407
AL549586Z,CR196PBQ02JZ,2327.2,0.01899448208,0.016761211,0.02184841469,0.735096274,1.345418406,0.001871592614,-0.5363109339,-0.7205564268,-0.4080762781,-1.021401141,1.341588587,0.1176660876,0.236498582,0.001871592614,1.345418406,2.390595993,6.867836445,0.3194510098,0.6456249992,0.2856891589,0.8882172449,-0.6109268255,-0.7826430232,0.2508156598,-0.06231059262,-0.2455323252,0.1570634763,0.5225524346,0.9696793711,0.1482910213,0.3030582117,0.1169969868,0.5096918973,0.3296005873,1.364664347,0.141795643,0.427988835,0.1694844827,0.7079052827,0.2460145352,1.271356935,0.1945708724,0.390067335,-0.7826430232,0.8882172449,-1.475821152,1.979398769,0.4827826998,0.2769863516,0.1160961855,0.4723495561,0.6390973299,1.811354045,0.1283302032,7.186617384,2.836607455,13.41129858,0.9081723,0.8646258821,4.046153727,0.3357841,0.24978863,0.4062714382,-0.2005273239,-1.294852832,0.06394856563,RQo,129.15625,92.0625,88.03125,107.6875,283.65625,275.5625,590.59375,285.4375,37.84375,590.59375,599.0625,587.5,525.125,127.0625,125.375,125.78125,70.65625,178.65625,135.03125,239.875,4.81875,0,170,7.250462231,57.66543688,385.5,25.04227956,21,27.91666667,-0.04048438068,-0.4492219786,21.1875,18,23,-1.021652148,1.859833822,29.425,22,34,-0.3850324647,0.06512099964
AL549583Z,CR196PBQ02KZ,2633.7,0.02101194349,0.01711565916,0.02609313311,0.834456058,1.862868234,0.00326789794,-0.5644496044,-0.7746151359,-0.4080330028,-0.808969329,0.8089960761,0.1383517688,0.292817026,0.00326789794,1.862868234,2.760747959,9.199142801,0.4265062395,0.7199426401,0.3124471407,0.9507531774,-1.033056159,0.5804637301,0.2630092806,-0.01456694585,-0.2466994485,0.2641023269,0.5937951833,1.723752731,0.1841664596,0.3699963484,0.129917053,0.6342995826,0.3244013732,1.691194303,0.1803699776,0.4844472018,0.18617762,0.7833637301,0.01274572397,1.427868711,0.2143193622,0.5016571655,-1.033056159,0.9507531774,-2.323872321,7.175496253,0.4779248712,0.3367469432,0.1272524494,0.5946765122,0.6797172857,1.75674984,0.1689373721,7.529291091,2.642943944,14.61626318,0.8993088929,0.8044022102,4.611232608,0.3363195066,0.2453316687,0.4037065856,-0.5859626875,-0.532593571,0.06320602698,RQo,130.375,94.4375,86.3125,107.21875,280.71875,254.46875,592.90625,282.4375,36.09375,592.90625,618.28125,591.75,567.0625,125.8125,127.1875,126.40625,76.46875,173.5,124.28125,227.1875,5.1,0,170,7.122806544,56.21142078,408,25.06884206,21,27.91666667,-0.08070228809,-0.4010133184,21.2,18,23,-1.040182023,1.834184334,29.4875,22,34,-0.4347677132,0.1935867238
AL549584Z,CR196PBQ02LZ,2540.2,0.01853022271,0.008755530784,0.02487377412,-1.211968911,2.031105123,0.006062647096,-0.5009456057,-0.6774426534,-0.3451102129,-0.09717153458,-1.524420527,0.1354841018,0.1749951375,-1.211968911,2.031105123,1.306040191,8.720409513,0.5417357993,0.7142656633,0.3314266757,0.954080075,-1.017881065,0.9546613924,0.2453766867,-0.04762914228,-0.2446440602,0.1915436523,0.6592686186,2.095875885,0.155969903,0.3114664539,0.1354402597,0.5826989784,0.6349549926,-0.2635922638,0.1848734408,0.4232083522,0.1923978291,0.6932677326,0.2788391088,-0.6156605095,0.1952752587,0.503525701,-1.017881065,0.9546613924,-2.169123619,6.421035934,0.4828850914,0.2744882373,0.1040041363,0.4986311122,0.3727805123,-0.8856553326,0.160406783,5.448935201,1.585260638,7.619169432,-0.9444001772,-1.056010334,2.639652599,0.3162921256,0.1947128193,0.4172198073,-0.2712584487,-1.165323478,0.08965646364,RQo,130.68,95.24,81.4,106.04,270.96,248.64,586.24,277.88,37.28,586.24,603.6,578.16,551.84,144,147.72,142.76,81.6,177.16,122,221.72,5.1,0,170,7.122806544,56.21142078,408,25.06884206,21,27.91666667,-0.08070228809,-0.4010133184,21.2,18,23,-1.040182023,1.834184334,29.4875,22,34,-0.4347677132,0.1935867238
AL549585Z,CR196PBQ02MZ,2054.5,0.02000469417,0.01678937682,0.02329742773,0.03666720229,-4.218010583,0.003081962074,-0.4924916694,-0.5655434532,-0.3905877158,0.7515744088,-1.203960718,0.07887060541,-0.1045448396,-4.218010583,0.3833116444,-4.113034952,17.24169932,1.035931609,0.6261785934,0.3587029102,0.8585200974,-0.478878183,0.9519103681,0.2075366905,-0.08934171203,-0.2356101927,0.07309555605,0.3145654462,-0.420241132,0.1311904433,0.3097730998,0.1530815225,0.4699218874,0.06111805283,-1.159047059,0.1362458825,0.4018258239,0.208490755,0.5461424275,-0.8294035095,0.1649114077,0.14590057,0.4840605685,-0.478878183,0.9519103681,-1.370092765,3.141445509,0.3601156143,0.2710477041,0.1439193789,0.3833116444,-0.2839994849,-2.33604131,0.1068279353,4.913273201,3.358351987,6.976434862,0.4327658552,-3.355890188,1.727851959,0.3591603566,0.3205765892,0.4153259964,0.4755033291,-3.320280106,0.04667686127,RQo,130.6956522,93.91304348,76.13043478,105.0434783,269.6521739,267.826087,587,279.7826087,39.43478261,587,587.3043478,576.1304348,548.6086957,144.0869565,144.7826087,143.3478261,80.43478261,179.0434783,125.7826087,225.3043478,5.19375,0,170,6.934936818,53.68122466,415.5,25.09227956,21,27.91666667,-0.1170340257,-0.435778339,21.1875,18,23,-1.021652148,1.859833822,29.525,22,34,-0.4586674706,0.1491452549
AL549587Z,CR196PBQ02NZ,1950.4,0.01961816056,0.01771231672,0.02225283921,0.7231226475,-1.34252411,0.002049695228,-0.5306551385,-0.6277142944,-0.4179429797,0.5005607963,0.8250875885,0.08738644314,0.09795052941,-1.34252411,0.7231226475,-2.591210128,9.840366676,0.4086849805,0.6306644089,0.3601539166,0.8466048021,-0.7925721868,1.830960626,0.2011571112,-0.07362548506,-0.2380044988,0.09711912216,0.1311437911,0.8091608755,0.1385334615,0.3133168738,0.1531662341,0.4339610103,-0.8611352414,0.7245486442,0.1197231046,0.4316270076,0.2161840995,0.6010371794,-0.8112892951,1.470507462,0.1605355304,0.5342885348,-0.7925721868,1.830960626,-0.08645945763,4.073661865,0.5511485489,0.2828594057,0.1467917232,0.3747439893,-1.03656567,0.43197407,0.1003470485,6.628758184,4.046748061,8.470449098,-0.9718157478,0.6698444762,1.911013698,0.3421464786,0.2565858881,0.4020530527,-0.7768386459,-1.233265426,0.06605686877,RQo,128.75,83,66.225,97.1,267.75,289.375,547.775,278.025,48.45,547.775,536.125,543.775,492.625,178.15,174.45,184.45,79.1,208.65,147.2,286.225,5.4375,0,170,6.778563362,51.22565656,435,25.07613373,21,27.91666667,-0.08962293529,-0.4093867376,21.175,18,23,-1.003948464,1.890888161,29.5125,22,34,-0.4613172134,0.1847554943
AL548622Z,CR196PSGQZ,3946.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,127.1219512,117.6585366,110.7317073,130.4390244,264.2195122,267.1707317,608.4878049,270.4878049,34.3902439,608.4878049,605.1219512,604.902439,552.1707317,124.6097561,127.8536585,127.2195122,74.36585366,184,130.8536585,227.3658537,4.6875,0,90,4.635344816,27.26885983,375,25.11615357,21.25,28.04166667,-0.01500630176,-0.635484928,21.5625,19,23,-0.7285401372,1.005319749,29.325,23,34,-0.213333352,-0.3109455762
AL548623Z,CR196PSGRZ,3359.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,126.5675676,115.8378378,110.7567568,130.1081081,285.6756757,303.3513514,585.4864865,295.5135135,35.21621622,585.4864865,569.1351351,579.5135135,494.8378378,124.972973,127.5945946,128.8648649,62.40540541,175.6756757,122.1081081,240.8108108,4.325,0,55,3.412170669,13.61687788,346,25.11615357,21.25,28.04166667,-0.01500630176,-0.635484928,21.5625,19,23,-0.7285401372,1.005319749,29.325,23,34,-0.213333352,-0.3109455762
AL548624Z,CR196PSGSZ,4209.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,125.4444444,136.8611111,131.5555556,150.9166667,262.5555556,298.5,601.5277778,267.7222222,37.05555556,601.5277778,575.75,603.6944444,511.6666667,128.6944444,125.8611111,135.8888889,69.72222222,193.0555556,137.9166667,229.5277778,4.325,0,55,3.412170669,13.61687788,346,25.11615357,21.25,28.04166667,-0.01500630176,-0.635484928,21.5625,19,23,-0.7285401372,1.005319749,29.325,23,34,-0.213333352,-0.3109455762
AL548621Z,CR196PSGTZ,3666.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,127.25,137,126.25,139.5,298.5,304.75,574.0833333,303.5833333,40,574.0833333,562.75,566.6666667,476.5833333,129.75,132.5,127.3333333,65.5,185,123.75,232.5833333,4.325,0,55,3.412170669,13.61687788,346,25.10104941,21.25,28.04166667,0.01319396582,-0.6259104002,21.575,19,23,-0.7347104585,1.212267007,29.2875,23,34,-0.1885583833,-0.2558284214
AL548619Z,CR196NRQ0HHZ,2881.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,126.3461538,125.9615385,119.3846154,144.8846154,250.1923077,283.1153846,599.5769231,259.0384615,36.34615385,599.5769231,574.7692308,596.0769231,517.7307692,144.8076923,142.2307692,150.2692308,77.46153846,194.3846154,149.1538462,232.0384615,5.3375,0,124,5.244782901,32.28778881,427,25.16146607,21.25,28.04166667,-0.05652909521,-0.5231280056,21.5375,19,23,-0.707954514,0.6350079497,29.4,23,34,-0.2759824255,-0.2233663757
AL548618Z,CR196NRQ0HJZ,2679.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVd,127.1333333,117.6666667,110.1333333,133.1333333,274.0444444,289.4888889,580.7777778,285.3111111,37,580.7777778,567.3777778,572.0888889,519.4666667,142.6222222,143.1777778,145.2666667,71.8,183.9555556,126.6222222,214.3333333,5.3375,0,124,5.244782901,32.28778881,427,25.16146607,21.25,28.04166667,-0.05652909521,-0.5231280056,21.5375,19,23,-0.707954514,0.6350079497,29.4,23,34,-0.2759824255,-0.2233663757
AL549877Z,CR196NSQ0H6Z,3534.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,134.7419355,72.87096774,56.70967742,89.87096774,258.7096774,282.0322581,631.9677419,270.6774194,36.25806452,631.9677419,613.8387097,623.6129032,583.4516129,105.8064516,104.1935484,109.3225806,51.74193548,147.9354839,101.5483871,174.1612903,5.9125,0,75,3.400258996,11.90243193,473,,,,,,,,,,,,,,,
AL549878Z,CR196NSQ0H7Z,3243.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,134.6,74.08,56.96,86.72,252.12,279.32,630.84,266,34.36,630.84,606.64,617.48,584.96,116.6,114.2,117.04,53.4,151.44,98.72,173.56,5.9125,0,75,3.400258996,11.90243193,473,,,,,,,,,,,,,,,
AL549879Z,CR196NSQ0H8Z,3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,134.1320755,72.03773585,55.20754717,87.22641509,259.8113208,287.4716981,634.9056604,269.2075472,36.62264151,634.9056604,613.9056604,629.9433962,579.9811321,100.8113208,98.69811321,105.3207547,51.28301887,152.7169811,101.2264151,178.5283019,6.35,0,70,2.783920855,8.647097188,508,,,,,,,,,,,,,,,
AL549880Z,CR196NSQ0H9Z,4089.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,131.5714286,77.40816327,60.67346939,85.12244898,253.877551,274.8367347,628.1020408,260.3061224,34.93877551,628.1020408,611.3265306,623,580.0204082,116.755102,113.9387755,118.0612245,52.51020408,155.4489796,99,180.5102041,6.35,0,70,2.783920855,8.647097188,508,,,,,,,,,,,,,,,
AL549881Z,CR196NSQ0HAZ,4010.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,133.8846154,74,60.03846154,86.88461538,253.6538462,279.8846154,647.5769231,259.8846154,34.73076923,647.5769231,627.6153846,645.6153846,589.4615385,94.38461538,92.46153846,98.73076923,50.73076923,150.8461538,98.88461538,178.5384615,6.35,0,70,2.783920855,8.647097188,508,,,,,,,,,,,,,,,
AL549882Z,CR196LGMAZ,3772.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,133.8717949,68.71794872,55.17948718,84.46153846,245.3589744,279.8717949,652.6153846,254.6666667,33.71794872,652.6153846,623.4871795,646.3333333,599.6666667,99.15384615,96.69230769,102.025641,51.25641026,151.3076923,98.28205128,187.4358974,5.675,0,58,2.428504789,6.20765801,454,,,,,,,,,,,,,,,
AL549883Z,CR196LGMBZ,3381.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,132.0615385,72.75384615,61.06153846,82.6,252.0769231,278.0461538,647.0615385,262.1076923,34.29230769,647.0615385,624.7230769,639.5692308,597.9538462,98.36923077,97.18461538,100.8307692,51.06153846,152.1692308,98.38461538,185.9538462,6.0375,0,70,2.941239028,9.643289085,483,,,,,,,,,,,,,,,
AL549884Z,CR196PVPUZ,3690.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,136.0350877,68.92982456,53.78947368,88.92982456,236.6315789,286.9298246,649.6666667,249.4561404,36.29824561,649.6666667,605.5263158,638.4561404,583.1403509,112.0701754,107.5263158,113.6491228,51.49122807,166.245614,106.4912281,198.6140351,5.675,0,60,2.531491383,6.881826647,454,,,,,,,,,,,,,,,
AL549885Z,CR196LGMCZ,3582.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,135.1428571,70.42857143,56.76190476,86.71428571,235.6666667,295.952381,647.6666667,248.0952381,36.04761905,647.6666667,596.1904762,638.1428571,560.5714286,113.8095238,107.9047619,116.5714286,50.76190476,165.4285714,108.4761905,199.047619,5.675,0,58,2.428504789,6.20765801,454,,,,,,,,,,,,,,,
AL549886Z,CR196PVPVZ,3618.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,133.2058824,75.52941176,65.10294118,90.45588235,217.9705882,284.1617647,666.2058824,227.6617647,34.80882353,666.2058824,612.5882353,661.4558824,579.5294118,110.9558824,103.2352941,115.7647059,51.33823529,161.3823529,102.1176471,199.3823529,5.35,0,120,6.103131771,45.19022985,428,,,,,,,,,,,,,,,
AL551727Z,CR196MMGTZ,2896.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,133.1111111,73.33333333,63.66666667,87.88888889,215.1666667,289.7222222,674.2777778,223.3333333,33.77777778,674.2777778,612.4444444,670.5,575.9444444,106.0555556,97.77777778,110.4444444,50.55555556,159.5555556,103.0555556,192.7222222,5.35,0,120,6.103131771,45.19022985,428,,,,,,,,,,,,,,,
AL549887Z,CR196LGN6Z,2906.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,132.1570248,77.52892562,67,91.71900826,223.0991736,280.231405,671.9917355,235.5206612,34.76859504,671.9917355,625.9090909,664.9421488,602.7190083,99.57024793,93.84297521,104.8677686,51.45454545,157.9504132,100.3305785,193.4132231,4.775,0,80,3.876316567,16.54305363,382,,,,,,,,,,,,,,,
AL549888Z,CR196MMGXZ,3427.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,130.9459459,76.2972973,65.05405405,88.62162162,221.5810811,285.9594595,658.0540541,237.0675676,34.83783784,658.0540541,609.3243243,650.6081081,593.8378378,112.3648649,104.6621622,120.3918919,50.64864865,154.1351351,100.9189189,193.0810811,4.45,0,60,3.628476112,13.7802773,356,,,,,,,,,,,,,,,
AL549889Z,CR196JAQ0HTZ,3120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,132.8333333,75.51388889,62.51388889,89.73611111,232.7083333,274.1944444,661.5972222,247.7777778,35.33333333,661.5972222,628.5555556,650.9861111,616.4305556,101.2777778,97.22222222,105.6527778,51.11111111,158.4861111,102.25,196.5972222,,,,,,0,,,,,,,,,,,,,,,
AL549890Z,CR196PFKDZ,3240.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,131.1904762,71.57142857,57.26984127,86.44444444,245.6507937,278.8571429,642.7777778,250.031746,34.87301587,642.7777778,616.031746,639.6349206,600.3333333,110.2857143,105.2063492,111.5714286,53.80952381,160.1111111,98.55555556,192.5396825,4.275,0,62,3.63119628,14.76427919,342,,,,,,,,,,,,,,,
AL549892Z,CR196PFKEZ,2840.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,132.7111111,74.08888889,61.91111111,86.04444444,244.5555556,283.4888889,651.3555556,250.9111111,34.15555556,651.3555556,620.7777778,649.4666667,600.1555556,99.57777778,95.73333333,104.2,51.33333333,158.3111111,97.64444444,187.8666667,3.925,0,75,4.26739656,19.66530292,314,,,,,,,,,,,,,,,
AL551703Z,CR196LGN7Z,3036.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,132.3636364,75.63636364,63.95454545,86.40909091,240.6818182,297,649.9545455,250.1363636,36.09090909,649.9545455,605.2272727,646.8636364,590.8181818,103.0454545,97.77272727,109.5,50.59090909,157.6363636,100,189.2272727,3.925,0,75,4.26739656,19.66530292,314,,,,,,,,,,,,,,,
AL549891Z,CR196MMH0Z,3858.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,132.7017544,79.28070175,67.12280702,90.47368421,241.9824561,285.3508772,653.8596491,256.5438596,38.56140351,653.8596491,618.5263158,644.9298246,599.1754386,98.43859649,96.12280702,104.1929825,50.59649123,161.245614,107,194.7719298,3.3375,0,75,4.971850302,28.13238891,267,,,,,,,,,,,,,,,
AL549893Z,CR196MMH1Z,3559.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,131.6829268,74.47560976,61.62195122,87.29268293,242.9756098,278.2560976,647.7560976,252.7439024,37.20731707,647.7560976,622,644.1097561,599.9512195,103.1341463,99.84146341,109.304878,51.63414634,163.5365854,102.5365854,194.6463415,3.74375,0,87.5,5.417204434,34.52264804,299.5,,,,,,,,,,,,,,,
AL551536Z,CR196PSH6Z,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,130.2903226,76.74193548,65.09677419,90.29032258,238.2903226,274.5483871,648.7419355,245.5806452,38.12903226,648.7419355,621.516129,645.4193548,611.3225806,108.8709677,103.8387097,113.0645161,52.61290323,161.3548387,102.483871,188.6774194,,,,,,0,,,,,,,,,,,,,,,
AL551784Z,CR196JAQ0E6Z,2450.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,131.1363636,73.6969697,61.1969697,87.74242424,241.1666667,275.5,644.4242424,256.3333333,39.59090909,644.4242424,617.9848485,634.0606061,608.7727273,109.5606061,106.530303,114.4545455,51.65151515,161.3030303,104.6666667,185.3939394,5.44375,0,120,4.897296561,28.81203471,435.5,,,,,,,,,,,,,,,
AL551537Z,CR196JAQ0HUZ,2551.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,131.7037037,71.42592593,58.75925926,86.68518519,250.0925926,281.8518519,645.8148148,270.6481481,37.55555556,645.8148148,620.1111111,629.7777778,623.5555556,99.59259259,98.03703704,104.0185185,51.59259259,156.2407407,100.1481481,185.3888889,5.837625,0,108.33,4.235449243,21.29378894,467.01,,,,,,,,,,,,,,,
AL551538Z,CR196JAQ0HVZ,2020.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFc,133,70.33962264,55.94339623,88.16981132,260.9433962,283.3584906,638.6415094,279.1320755,35.47169811,638.6415094,621.1320755,624.1320755,624.7169811,96.77358491,95.33962264,100.509434,52.13207547,154.1132075,94.18867925,190.8113208,5.56875,0,92.5,3.800456792,16.42944295,445.5,,,,,,,,,,,,,,,
